name,birthday,deathday,wp_views,sp_followers,sp_popularity,genres,wp_url,wd_url,sp_url,birthdate,deathdate,birthyear,deathyear,sp_id,sp_img_url
Albert Ayler,July 13,November 25,244284,24629,36,"['avant-garde', 'avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'jazz saxophone']",http://en.wikipedia.org/wiki/Albert_Ayler,https://www.wikidata.org/wiki/Q457125,https://open.spotify.com/artist/2wn2nqzITvJ1vcMRO8Wzv6,"Jul 13, 1936","Nov 25, 1970",1936,1970,2wn2nqzITvJ1vcMRO8Wzv6,https://i.scdn.co/image/174bd182ac54895b4c04d8a0d70be650ba515c2a
Ernest Gold,July 13,March 17,108235,1415,25,['classic soundtrack'],http://en.wikipedia.org/wiki/Ernest_Gold_(composer),https://www.wikidata.org/wiki/Q215753,https://open.spotify.com/artist/41SzGMVZclC44YTVneXHlE,"Jul 13, 1921","Mar 17, 1999",1921,1999,41SzGMVZclC44YTVneXHlE,https://i.scdn.co/image/beacfb87f99bcb4c6110d5e87df52836fc374666
Per Nørgård,July 13,,66725,2572,17,"['avant-garde', 'contemporary classical', 'danish contemporary classical', 'early modern classical', 'nordic contemporary classical', 'serialism']",http://en.wikipedia.org/wiki/Per_N%C3%B8rg%C3%A5rd,https://www.wikidata.org/wiki/Q434392,https://open.spotify.com/artist/10mzFTtKhsuZr5RWNBnJoY,"Jul 13, 1932",,1932,,10mzFTtKhsuZr5RWNBnJoY,https://i.scdn.co/image/3ffae3d005f8e0851106f92ef219641819ae120c
Huw Watkins,July 13,,17219,241,30,['british contemporary classical'],http://en.wikipedia.org/wiki/Huw_Watkins,https://www.wikidata.org/wiki/Q5951307,https://open.spotify.com/artist/3xgcjXeaaGErogsNHWbYPU,"Jul 13, 1976",,1976,,3xgcjXeaaGErogsNHWbYPU,https://i.scdn.co/image/4768336c3fbfe8b249a8bb1201155a737ef42a8c
Alla Pavlova,July 13,,15590,223,9,"['21st century classical', 'russian contemporary classical']",http://en.wikipedia.org/wiki/Alla_Pavlova,https://www.wikidata.org/wiki/Q2446515,https://open.spotify.com/artist/2s7UxAPS9gwXDQGqpVm01K,"Jul 13, 1952",,1952,,2s7UxAPS9gwXDQGqpVm01K,https://i.scdn.co/image/ab67616d0000b2736fa469a12ed3a43b98bdb1dc
Paul Constantinescu,July 13,December 20,14055,52,4,[],http://en.wikipedia.org/wiki/Paul_Constantinescu,https://www.wikidata.org/wiki/Q719514,https://open.spotify.com/artist/0DKEKOqm05e1gOh7xGbVyL,"Jun 30, 1909","Dec 20, 1963",1909,1963,0DKEKOqm05e1gOh7xGbVyL,https://i.scdn.co/image/ab67616d0000b2730c6a26139a1d7b11c8403231
Violeta Dinescu,July 13,,14221,71,1,['romanian contemporary classical'],http://en.wikipedia.org/wiki/Violeta_Dinescu,https://www.wikidata.org/wiki/Q274781,https://open.spotify.com/artist/3DqAX0CKgSQZ12Bt6EgKwo,"Jul 13, 1953",,1953,,3DqAX0CKgSQZ12Bt6EgKwo,https://i.scdn.co/image/ab67616d0000b2735c88442836bb80508597c451
Josef Vejvoda,July 13,,4448,26,2,[],http://en.wikipedia.org/wiki/Josef_Vejvoda,https://www.wikidata.org/wiki/Q6280226,https://open.spotify.com/artist/5A1fqQ76lgpNbEHT7E6Kbn,"Jul 13, 1945",,1945,,5A1fqQ76lgpNbEHT7E6Kbn,https://i.scdn.co/image/ab67616d0000b27385181d91d1c880a6b43b9fdd
Algot Haquinius,July 13,February 06,3632,6,0,['swedish classical'],https://en.wikipedia.org/wiki/Algot_Haquinius,https://www.wikidata.org/wiki/Q4724381,https://open.spotify.com/artist/7C2ZLB9yU2Oz4GjaaMJkki,"Jul 13, 1886","Feb 06, 1966",1886,1966,7C2ZLB9yU2Oz4GjaaMJkki,
"Ferdinand III, Holy Roman Emperor",July 13,April 02,389002,0,0,,"http://en.wikipedia.org/wiki/Ferdinand_III,_Holy_Roman_Emperor",https://www.wikidata.org/wiki/Q150575,,"Jul 13, 1608","Apr 02, 1657",1608,1657,,
John F. Larchet,July 13,January 01,5106,10,0,['irish classical'],http://en.wikipedia.org/wiki/John_Francis_Larchet,https://www.wikidata.org/wiki/Q6244038,https://open.spotify.com/artist/2RMtQu4yLxGImKnPHl08ow,"Jan 01, 1884","Jan 01, 1967",1884,1967,2RMtQu4yLxGImKnPHl08ow,
Leroy Southers,July 13,November 09,1174,0,0,[],http://nl.wikipedia.org/wiki/Leroy_Southers,https://www.wikidata.org/wiki/Q2318174,https://open.spotify.com/artist/15kxaHoPXolsiI5PVhzQrZ,"Jul 13, 1941","Nov 09, 2003",1941,2003,15kxaHoPXolsiI5PVhzQrZ,
Washington Castro,July 13,October 29,3521,5,0,[],http://de.wikipedia.org/wiki/Washington_Castro,https://www.wikidata.org/wiki/Q2550417,https://open.spotify.com/artist/1f1TfcipEqa1Qk8zLZ3I2S,"Jul 13, 1909","Oct 29, 2004",1909,2004,1f1TfcipEqa1Qk8zLZ3I2S,https://i.scdn.co/image/ab67616d0000b273c478c8d718da4e7651a8c2de
Gerald Finzi,July 14,September 27,163849,4498,45,"['british modern classical', 'early modern classical']",http://en.wikipedia.org/wiki/Gerald_Finzi,https://www.wikidata.org/wiki/Q713025,https://open.spotify.com/artist/4CDMSd6tmH66svpunz3aWP,"Jul 14, 1901","Sep 27, 1956",1901,1956,4CDMSd6tmH66svpunz3aWP,https://i.scdn.co/image/ad1cd3bbfdee2ed897042aac732de876d9c0f2aa
George Lewis,July 14,,61502,2025,28,"['dixieland', 'jazz clarinet', 'new orleans jazz']",http://en.wikipedia.org/wiki/George_Lewis_(trombonist),https://www.wikidata.org/wiki/Q1507760,https://open.spotify.com/artist/7mleIOAroBQWqO7SNrAUlt,"Jul 14, 1952",,1952,,7mleIOAroBQWqO7SNrAUlt,https://i.scdn.co/image/ab67616d0000b27349ffbba0bf9989559e479c10
Unsuk Chin,July 14,,61126,2250,13,"['21st century classical', 'avant-garde', 'contemporary classical', 'korean contemporary classical', 'korean experimental']",http://en.wikipedia.org/wiki/Unsuk_Chin,https://www.wikidata.org/wiki/Q272236,https://open.spotify.com/artist/6FiLRj0EeeMGtgQAWFWO0A,"Jul 14, 1961",,1961,,6FiLRj0EeeMGtgQAWFWO0A,https://i.scdn.co/image/79aaac55fdb07f39c9302d9dc37ebb0a926e4e38
Alexander Kopylov,July 14,February 20,9758,28,12,['russian romanticism'],http://en.wikipedia.org/wiki/Alexander_Kopylov,https://www.wikidata.org/wiki/Q1763182,https://open.spotify.com/artist/455ivxyAq6gUD0gbmxUv84,"Jul 14, 1854","Feb 20, 1911",1854,1911,455ivxyAq6gUD0gbmxUv84,https://i.scdn.co/image/ab67616d0000b2735a46051eef004983c444c7f4
Ole Schmidt,July 14,,1076,128,18,['neoclassicism'],http://de.wikipedia.org/wiki/Ole_Schmidt_(d%C3%A4nischer_Komponist),,https://open.spotify.com/artist/4jqWsh5HR41MJrpXwmks5A,,,1928,,4jqWsh5HR41MJrpXwmks5A,https://i.scdn.co/image/ab67616d0000b273976193ef924a3bcf406eb255
Tommy Vig,July 14,,19963,22,1,['jazz vibraphone'],http://en.wikipedia.org/wiki/Tommy_Vig,https://www.wikidata.org/wiki/Q675885,https://open.spotify.com/artist/3z6V34UT8eGhVasppppyfG,"Jul 14, 1938",,1938,,3z6V34UT8eGhVasppppyfG,https://i.scdn.co/image/ab67616d0000b273266f9317ed713f1a74e44ac2
Jeff Olson,July 14,,15764,22,1,[],http://en.wikipedia.org/wiki/Jeff_Olson_(musician),https://www.wikidata.org/wiki/Q6174630,https://open.spotify.com/artist/4xMUFqUYwrsi5NERvsXGm7,"Jul 14, 1962",,1962,,4xMUFqUYwrsi5NERvsXGm7,https://i.scdn.co/image/ab67616d0000b2739d75ddca60d8d6b65ec6cb64
Adam Quinn,July 14,,7437,5,0,[],http://en.wikipedia.org/wiki/Adam_Quinn,https://www.wikidata.org/wiki/Q4679632,https://open.spotify.com/artist/3dhYS6UtZor1Npd0BzS3fs,"Jul 14, 1973",,1973,,3dhYS6UtZor1Npd0BzS3fs,https://i.scdn.co/image/ab67616d0000b273bd3feb24993481a296b2a7d6
José López Alavez,July 14,October 25,31310,0,0,,http://es.wikipedia.org/wiki/Jos%C3%A9_L%C3%B3pez_Alavez,https://www.wikidata.org/wiki/Q1502707,,"Jul 14, 1889","Oct 25, 1974",1889,1974,,
Sydney Smith,July 14,March 03,9161,41,0,"['british modern classical', 'victorian britain']",http://en.wikipedia.org/wiki/Sydney_Smith_%28composer%29,https://www.wikidata.org/wiki/Q7660149,https://open.spotify.com/artist/0TcgBeyemhe3nwruv7DrKV,"Jul 14, 1839","Mar 03, 1889",1839,1889,0TcgBeyemhe3nwruv7DrKV,https://i.scdn.co/image/ab67616d0000b273748a81ea93afaee0406ae7cd
Francis Bebey,July 15,May 28,89133,35591,43,"['afrobeat', 'afropop', 'world']",http://en.wikipedia.org/wiki/Francis_Bebey,https://www.wikidata.org/wiki/Q529942,https://open.spotify.com/artist/0mdmrbu5UZ32uRcRp2z6mr,"Jul 15, 1929","May 28, 2001",1929,2001,0mdmrbu5UZ32uRcRp2z6mr,https://i.scdn.co/image/0731d2ac259d111e52f9136f304a4830e6af144d
Harrison Birtwistle,July 15,,123932,1535,15,"['british contemporary classical', 'contemporary classical']",http://en.wikipedia.org/wiki/Harrison_Birtwistle,https://www.wikidata.org/wiki/Q354335,https://open.spotify.com/artist/6pEGmbFzId5sPVywqzZQdy,"Jul 15, 1934",,1934,,6pEGmbFzId5sPVywqzZQdy,https://i.scdn.co/image/92fec31575248f336e9a4462df56517b33142011
Ronald Binge,July 15,September 06,64850,875,37,['light music'],http://en.wikipedia.org/wiki/Ronald_Binge,https://www.wikidata.org/wiki/Q1388452,https://open.spotify.com/artist/5gY5dmigRymk4wP0jb7DsG,"Jul 15, 1910","Sep 06, 1979",1910,1979,5gY5dmigRymk4wP0jb7DsG,https://i.scdn.co/image/873a443a5666a045e20562f67cd23a420c27a28b
Geoffrey Burgon,July 15,September 21,42243,1246,28,['british soundtrack'],http://en.wikipedia.org/wiki/Geoffrey_Burgon,https://www.wikidata.org/wiki/Q585731,https://open.spotify.com/artist/46p1LVHDqfnYeFVM8ISmMv,"Jul 15, 1941","Sep 21, 2010",1941,2010,46p1LVHDqfnYeFVM8ISmMv,https://i.scdn.co/image/4843c86dd658cd267d38cde0279413e51866a41e
Dorothy Fields,July 15,March 28,148005,354,19,['tin pan alley'],http://en.wikipedia.org/wiki/Dorothy_Fields,https://www.wikidata.org/wiki/Q435241,https://open.spotify.com/artist/3nN1h30sPPiYW2DxRCdeQ1,"Jul 15, 1905","Mar 28, 1974",1905,1974,3nN1h30sPPiYW2DxRCdeQ1,https://i.scdn.co/image/ec440ffc30674a39e4642d57675ae0d616a875ad
Timo Alakotila,July 15,,9523,306,18,['finnish folk'],http://en.wikipedia.org/wiki/Timo_Alakotila,https://www.wikidata.org/wiki/Q4356171,https://open.spotify.com/artist/4RgSfziJvGTEJoOU77Xntl,"Jul 15, 1959",,1959,,4RgSfziJvGTEJoOU77Xntl,https://i.scdn.co/image/ab67616d0000b2737f93efaace2df6bebd7e87f1
Noel Gay,July 15,March 04,47554,77,11,[],http://en.wikipedia.org/wiki/Noel_Gay,https://www.wikidata.org/wiki/Q1261012,https://open.spotify.com/artist/6gxd9rux2d8zkOqS22QCAY,"Jul 15, 1898","Mar 04, 1954",1898,1954,6gxd9rux2d8zkOqS22QCAY,https://i.scdn.co/image/ab67616d0000b2730586bc5e512c84e3c00f361a
Giovanni Buonaventura Viviani,July 15,January 01,13438,96,14,['italian baroque'],http://en.wikipedia.org/wiki/Giovanni_Buonaventura_Viviani,https://www.wikidata.org/wiki/Q375676,https://open.spotify.com/artist/3NLKno5KQTrYCcwTMVZrE6,"Jul 15, 1638","Jan 01, 1693",1638,1693,3NLKno5KQTrYCcwTMVZrE6,https://i.scdn.co/image/ab67616d0000b273d9560d8f5834cf2bb4dcbe73
John Lambert,July 15,March 07,8489,85,15,['british contemporary classical'],http://en.wikipedia.org/wiki/John_Lambert_%28composer%29,https://www.wikidata.org/wiki/Q15485321,https://open.spotify.com/artist/6S8JitOVCRT8PioGzwX8VA,"Jul 15, 1926","Mar 07, 1995",1926,1995,6S8JitOVCRT8PioGzwX8VA,https://i.scdn.co/image/ab67616d0000b2730ef6b0e422d246a230de5220
Ernest Walker,July 15,February 21,11919,148,4,[],http://en.wikipedia.org/wiki/Ernest_Walker_(composer),https://www.wikidata.org/wiki/Q5393971,https://open.spotify.com/artist/7BjWq2O3WFPAv2RgHLB45Y,"Jul 15, 1870","Feb 21, 1949",1870,1949,7BjWq2O3WFPAv2RgHLB45Y,
John Casken,July 15,,14866,79,3,['british contemporary classical'],http://en.wikipedia.org/wiki/John_Casken,https://www.wikidata.org/wiki/Q6225461,https://open.spotify.com/artist/0kOmWwmOaPhyM1UxDEaMzJ,"Jan 01, 1949",,1949,,0kOmWwmOaPhyM1UxDEaMzJ,https://i.scdn.co/image/ab67616d0000b273b97f3d7671bfcf1f0bcaf253
Lars Gunnar Bodin,July 15,,4033,95,1,"['experimental poetry', 'swedish experimental']",http://en.wikipedia.org/wiki/Lars_Gunnar_Bodin,https://www.wikidata.org/wiki/Q5580344,https://open.spotify.com/artist/5VdqvpUPyBx4f3oSJQ9Njc,"Jul 15, 1935",,1935,,5VdqvpUPyBx4f3oSJQ9Njc,https://i.scdn.co/image/ab67616d0000b273a6613759a65c99deabeebb79
Jack Beeson,July 15,June 06,16558,20,0,['american modern classical'],http://en.wikipedia.org/wiki/Jack_Beeson,https://www.wikidata.org/wiki/Q323757,https://open.spotify.com/artist/3Bn04t084gh0KAxPZUmz0y,"Jul 15, 1921","Jun 06, 2010",1921,2010,3Bn04t084gh0KAxPZUmz0y,https://i.scdn.co/image/ab67616d0000b273fbe4868c39b214fcc05b34be
Hedwige Chrétien,July 15,January 01,12177,10,0,[],http://en.wikipedia.org/wiki/Hedwige_Chr%C3%A9tien,https://www.wikidata.org/wiki/Q3129343,https://open.spotify.com/artist/4geMVDRu1ZGK3lgol9eP42,"Jul 05, 1859","Jan 01, 1944",1859,1944,4geMVDRu1ZGK3lgol9eP42,
Johann Christoph Richter,July 15,January 01,2436,2,0,[],http://de.wikipedia.org/wiki/Johann_Christoph_Richter_%28Musiker%29,https://www.wikidata.org/wiki/Q3808844,https://open.spotify.com/artist/7gC7GtjJ7Raxx0xhHas5gl,"Jul 15, 1700","Jan 01, 1785",1700,1785,7gC7GtjJ7Raxx0xhHas5gl,
John Barnett,July 15,April 16,17210,0,0,,http://en.wikipedia.org/wiki/John_Barnett,https://www.wikidata.org/wiki/Q4992209,,"Jul 15, 1802","Apr 16, 1890",1802,1890,,
John Wesley Work III,July 15,May 17,14311,9,0,['african-american classical'],http://en.wikipedia.org/wiki/John_Wesley_Work_III,https://www.wikidata.org/wiki/Q16005914,https://open.spotify.com/artist/35GSTJTLF7P3YFAHg3WZQu,"Jun 15, 1901","May 17, 1967",1901,1967,35GSTJTLF7P3YFAHg3WZQu,
Norman Demuth,July 15,April 21,14604,6,0,[],http://en.wikipedia.org/wiki/Norman_Demuth,https://www.wikidata.org/wiki/Q678564,https://open.spotify.com/artist/1S8Vmsp0M3HEopYcNr5alC,"Jul 15, 1898","Apr 21, 1968",1898,1968,1S8Vmsp0M3HEopYcNr5alC,
Eugène Ysaÿe,July 16,May 12,176404,8502,31,['late romantic era'],http://en.wikipedia.org/wiki/Eug%C3%A8ne_Ysa%C3%BFe,https://www.wikidata.org/wiki/Q312857,https://open.spotify.com/artist/662RkpOvE7MIPWnfYbY5xs,"Jul 16, 1858","May 12, 1931",1858,1931,662RkpOvE7MIPWnfYbY5xs,https://i.scdn.co/image/2581b151bc3ca6d0d29cf1cf4ee73ccc6a2daf66
James MacMillan,July 16,,128728,4021,31,"['british contemporary classical', 'contemporary classical']",http://en.wikipedia.org/wiki/James_MacMillan,https://www.wikidata.org/wiki/Q714541,https://open.spotify.com/artist/5eSXFv3Ll2MEHf0eSAYJGu,"Jul 16, 1959",,1959,,5eSXFv3Ll2MEHf0eSAYJGu,https://i.scdn.co/image/10df6d1a2fb518f1ee5e8a2bb85bd8e55226a838
Benoît Charest,July 16,,25620,1402,26,['canadian soundtrack'],http://en.wikipedia.org/wiki/Beno%C3%AEt_Charest,https://www.wikidata.org/wiki/Q2896465,https://open.spotify.com/artist/6bchTpH58q1Z5UpySYWkyp,,,1964,,6bchTpH58q1Z5UpySYWkyp,https://i.scdn.co/image/ab67616d0000b27384fb6d40fa6795444c01b0eb
Emmanuel Séjourné,July 16,,21465,846,13,[],http://en.wikipedia.org/wiki/Emmanuel_S%C3%A9journ%C3%A9,https://www.wikidata.org/wiki/Q1338413,https://open.spotify.com/artist/56V5UvRkib7TQnUqBt2biU,"Jul 16, 1961",,1961,,56V5UvRkib7TQnUqBt2biU,https://i.scdn.co/image/ab67616d0000b2731f69fbf964d50f18157a2831
Goffredo Petrassi,July 16,March 03,35832,406,10,"['contemporary classical', 'italian contemporary classical', 'neoclassicism', 'serialism']",http://en.wikipedia.org/wiki/Goffredo_Petrassi,https://www.wikidata.org/wiki/Q505806,https://open.spotify.com/artist/7m43AIbMJZzOFRxYXQDD7e,"Jul 16, 1904","Mar 03, 2003",1904,2003,7m43AIbMJZzOFRxYXQDD7e,https://i.scdn.co/image/ab67616d0000b2739df852566dd4b0059161fb0c
Luigi Arditi,July 16,May 01,28554,77,10,"['italian romanticism', 'late romantic era']",http://en.wikipedia.org/wiki/Luigi_Arditi,https://www.wikidata.org/wiki/Q918479,https://open.spotify.com/artist/5jPslEqO0MoZWmXspsbQLO,"Jul 22, 1822","May 01, 1903",1822,1903,5jPslEqO0MoZWmXspsbQLO,https://i.scdn.co/image/ab67616d0000b273f6755ccfd9a2d07e39b202a4
Ákos Rózmann,July 16,August 12,6060,339,1,['swedish experimental'],http://en.wikipedia.org/wiki/%C3%81kos_R%C3%B3zmann,https://www.wikidata.org/wiki/Q892474,https://open.spotify.com/artist/4TuYi7Eh9JtPTLoCLpN4br,"Jul 16, 1939","Aug 12, 2005",1939,2005,4TuYi7Eh9JtPTLoCLpN4br,https://i.scdn.co/image/ab67616d0000b27309a072dbc847fddcd9947d9f
Giuseppe Maria Jacchini,July 16,May 02,7050,38,5,[],http://en.wikipedia.org/wiki/Giuseppe_Maria_Jacchini,https://www.wikidata.org/wiki/Q1528426,https://open.spotify.com/artist/1iQ7O6Vzu4Qil5NHPaQgM1,"Jan 01, 1663","May 02, 1727",1667,1727,1iQ7O6Vzu4Qil5NHPaQgM1,
Helmut Oehring,July 16,,7040,136,1,"['21st century classical', 'german contemporary classical']",http://en.wikipedia.org/wiki/Helmut_Oehring,https://www.wikidata.org/wiki/Q320587,https://open.spotify.com/artist/2Ut3EKaxe2CpOCOkrbBF7Q,"Jul 16, 1961",,1961,,2Ut3EKaxe2CpOCOkrbBF7Q,https://i.scdn.co/image/ab67616d0000b2735971b37396cec6be37497a7e
Luís Tinoco,July 16,,3857,197,1,"['21st century classical', 'portuguese contemporary classical']",http://en.wikipedia.org/wiki/Lu%C3%ADs_Tinoco,https://www.wikidata.org/wiki/Q62528030,https://open.spotify.com/artist/6DhTvWG77FUMUM3mFSvTzw,,,1969,,6DhTvWG77FUMUM3mFSvTzw,https://i.scdn.co/image/ab67616d0000b2737048b1822e607ce948580435
Carmen Lombardo,July 16,April 17,29224,16,1,[],http://en.wikipedia.org/wiki/Carmen_Lombardo,https://www.wikidata.org/wiki/Q1043679,https://open.spotify.com/artist/6YsjO4wzHPuXImO3Z4ixW1,"Jul 16, 1903","Apr 17, 1971",1903,1971,6YsjO4wzHPuXImO3Z4ixW1,
Franz von Blon,July 16,October 21,4779,10,2,[],http://en.wikipedia.org/wiki/Franz_von_Blon,https://www.wikidata.org/wiki/Q879897,https://open.spotify.com/artist/2YxYmO25axBsrum6s7kd1o,"Jul 16, 1861","Oct 21, 1945",1861,1945,2YxYmO25axBsrum6s7kd1o,
Julie Lyonn Lieberman,July 16,,7369,19,0,[],http://en.wikipedia.org/wiki/Julie_Lyonn_Lieberman,https://www.wikidata.org/wiki/Q6308345,https://open.spotify.com/artist/6Fje9V5wlCuyTDKrOZhHON,"Jul 16, 1954",,1954,,6Fje9V5wlCuyTDKrOZhHON,https://i.scdn.co/image/ab67616d0000b27362b5722231a0a4b1e293d5a0
Manfred Kluge,July 16,February 27,8450,3,0,[],http://de.wikipedia.org/wiki/Manfred_Kluge,https://www.wikidata.org/wiki/Q1889578,https://open.spotify.com/artist/5l5uVDeX4L35wZqDkMiH5U,"Jul 16, 1928","Feb 27, 1971",1928,1971,5l5uVDeX4L35wZqDkMiH5U,
Vince Guaraldi,July 17,February 06,620589,31120,45,"['adult standards', 'jazz piano', 'space age pop']",http://en.wikipedia.org/wiki/Vince_Guaraldi,https://www.wikidata.org/wiki/Q706953,https://open.spotify.com/artist/7gXUrN8vgmVhKVCkw9pavV,"Jul 17, 1928","Feb 06, 1976",1928,1976,7gXUrN8vgmVhKVCkw9pavV,https://i.scdn.co/image/bae97d9e3e314274418d895fa3db01b684827240
Piero Umiliani,July 17,February 14,100324,26681,47,"['exotica', 'lounge', 'vintage italian soundtrack']",http://en.wikipedia.org/wiki/Piero_Umiliani,https://www.wikidata.org/wiki/Q326321,https://open.spotify.com/artist/5sD7Cf3SaTVcrg81GQi1Xk,"Jul 17, 1926","Feb 14, 2001",1926,2001,5sD7Cf3SaTVcrg81GQi1Xk,https://i.scdn.co/image/a69d707af90d2d0f68e36a5032ccfd128403645b
Émilie Simon,July 17,,53677,57236,37,"['electro-pop francais', 'french indie pop', 'nouvelle chanson francaise']",http://en.wikipedia.org/wiki/%C3%89milie_Simon,https://www.wikidata.org/wiki/Q234737,https://open.spotify.com/artist/6kLw7VpGwN4N0sBdmKhhfd,"Jul 17, 1978",,1978,,6kLw7VpGwN4N0sBdmKhhfd,https://i.scdn.co/image/36998ae20a2a45912d1372386ce4dc8c39440ed1
Wojciech Kilar,July 17,December 29,134769,11649,40,"['classic soundtrack', 'polish contemporary classical', 'soundtrack']",http://en.wikipedia.org/wiki/Wojciech_Kilar,https://www.wikidata.org/wiki/Q319777,https://open.spotify.com/artist/6McH9ZlRL24gW6Bt4fpqad,"Jul 17, 1932","Dec 29, 2013",1932,2013,6McH9ZlRL24gW6Bt4fpqad,https://i.scdn.co/image/ab67616d0000b273e6de580c0e59f199c7504abd
Peter Schickele,July 17,,149549,1758,17,"['american contemporary classical', 'comic']",http://en.wikipedia.org/wiki/Peter_Schickele,https://www.wikidata.org/wiki/Q1354646,https://open.spotify.com/artist/0qsLni2812ukG5i1O0ff4c,"Jul 17, 1935",,1935,,0qsLni2812ukG5i1O0ff4c,https://i.scdn.co/image/a906c34cb9cad152092927405e8c023db9bd9539
Roger Doyle,July 17,,10174,657,18,"['irish contemporary classical', 'irish experimental']",http://en.wikipedia.org/wiki/Roger_Doyle,https://www.wikidata.org/wiki/Q7358115,https://open.spotify.com/artist/3wXD5Uzx4J35Wlz36lwruW,"Jul 17, 1949",,1949,,3wXD5Uzx4J35Wlz36lwruW,https://i.scdn.co/image/ab67616d0000b273532c6e9cdcc2c876855355b3
Friedrich Gernsheim,July 17,September 10,18525,577,7,"['german romanticism', 'late romantic era']",http://en.wikipedia.org/wiki/Friedrich_Gernsheim,https://www.wikidata.org/wiki/Q213751,https://open.spotify.com/artist/5xF5rg0cFctn3sWgYK5yY7,"Jul 17, 1839","Sep 10, 1916",1839,1916,5xF5rg0cFctn3sWgYK5yY7,https://i.scdn.co/image/ab67616d0000b273071799931692510fcd952149
August Söderman,July 17,February 10,10836,129,12,"['late romantic era', 'swedish classical']",http://en.wikipedia.org/wiki/August_S%C3%B6derman,https://www.wikidata.org/wiki/Q764212,https://open.spotify.com/artist/6zLrTBWM82b88QI9kLg2fS,"Jul 17, 1832","Feb 10, 1876",1832,1876,6zLrTBWM82b88QI9kLg2fS,https://i.scdn.co/image/ab67616d0000b273930bd8e9bd04fb8095c1d16b
Niccolò Castiglioni,July 17,September 07,16089,212,3,"['italian contemporary classical', 'serialism']",http://en.wikipedia.org/wiki/Niccol%C3%B2_Castiglioni,https://www.wikidata.org/wiki/Q1984772,https://open.spotify.com/artist/6EF4qq8y7rzCRUfYKgA9Qm,"Jul 17, 1932","Sep 07, 1996",1932,1996,6EF4qq8y7rzCRUfYKgA9Qm,https://i.scdn.co/image/ab67616d0000b273b9ecb1c269cae37773117c93
Donald Tovey,July 17,July 10,39499,93,1,"['british modern classical', 'early modern classical']",http://en.wikipedia.org/wiki/Donald_Tovey,https://www.wikidata.org/wiki/Q724969,https://open.spotify.com/artist/30wHZNPzU8SXc1dhvC6fyz,"Jul 17, 1875","Jul 10, 1940",1875,1940,30wHZNPzU8SXc1dhvC6fyz,https://i.scdn.co/image/ab67616d0000b273dcf92ab056e3834a4d8cc5e8
Emilio Pomarico,July 17,,3645,42,8,[],http://it.wikipedia.org/wiki/Emilio_Pomarico,https://www.wikidata.org/wiki/Q430110,https://open.spotify.com/artist/0PId7AvdLPAUYYyOYX2qyC,"Jun 17, 1954",,1953,,0PId7AvdLPAUYYyOYX2qyC,https://i.scdn.co/image/ab67616d0000b2730ddd3b2d9ac7a11a8fd9986c
August Harder,July 17,October 22,4641,7,5,[],https://de.wikipedia.org/wiki/August_Harder,https://www.wikidata.org/wiki/Q761640,https://open.spotify.com/artist/3xeeVy53gTh7A0Rlmmt66P,"Jul 17, 1775","Oct 22, 1813",1775,1813,3xeeVy53gTh7A0Rlmmt66P,
Ignace Strasfogel,July 17,February 06,7612,11,1,[],http://en.wikipedia.org/wiki/Ignace_Strasfogel,https://www.wikidata.org/wiki/Q214457,https://open.spotify.com/artist/18QhQPLLXreWojau85whhH,"Jul 17, 1909","Feb 06, 1994",1909,1994,18QhQPLLXreWojau85whhH,https://i.scdn.co/image/ab67616d0000b2733bb606a9485161c5e876d55b
Ignace Leybach,July 17,May 23,11769,4,0,['french romanticism'],http://en.wikipedia.org/wiki/Ignace_Leybach,https://www.wikidata.org/wiki/Q1657222,https://open.spotify.com/artist/21iGeTCXkoTQztsL5aMPoS,"Jul 17, 1817","May 23, 1891",1817,1891,21iGeTCXkoTQztsL5aMPoS,
Ryohei Hirose,July 17,November 24,8819,52,0,"['japanese classical', 'japanese contemporary classical']",http://en.wikipedia.org/wiki/Ry%C5%8Dhei_Hirose,https://www.wikidata.org/wiki/Q459137,https://open.spotify.com/artist/2F2drYzGeRh5igpm6UrFWq,"Jul 17, 1930","Nov 24, 2008",1930,2008,2F2drYzGeRh5igpm6UrFWq,
Salvador Brotons i Soler,July 17,,5921,2,0,[],http://ca.wikipedia.org/wiki/Salvador_Brotons_i_Soler,https://www.wikidata.org/wiki/Q3470319,https://open.spotify.com/artist/33RYXo2n12AfdzhISmBLgj,"Jul 17, 1959",,1959,,33RYXo2n12AfdzhISmBLgj,
Georg Kreisler,July 18,November 22,29642,11036,32,"['kabarett', 'liedermacher']",http://en.wikipedia.org/wiki/Georg_Kreisler,https://www.wikidata.org/wiki/Q45275,https://open.spotify.com/artist/56snND3YyUX2aZQVXwgLeq,"Jul 18, 1922","Nov 22, 2011",1922,2011,56snND3YyUX2aZQVXwgLeq,https://i.scdn.co/image/ab67616d0000b2737b89bcb403efcd09bb61937b
Barry Gray,July 18,April 26,64591,3038,32,['theme'],http://en.wikipedia.org/wiki/Barry_Gray,https://www.wikidata.org/wiki/Q809043,https://open.spotify.com/artist/0hu7tJHYHdnsGF5of5fHOp,"Jul 18, 1908","Apr 26, 1984",1908,1984,0hu7tJHYHdnsGF5of5fHOp,https://i.scdn.co/image/ab67616d0000b273101485e4b475a4c4c186a7aa
